player_name,cricsheet_person_id,source_name,source_player_id,batting_style_raw,bowling_style_raw,identified_roles_raw,playing_role_raw,needs_manual_review,notes
Q de Kock,372455c4,cricketdata::player_meta,379143,Left hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
R Ashwin,495d42a5,cricketdata::player_meta,26421,Right hand Bat,Right arm Offbreak,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
R Bhatia,33a364a6,cricketdata::player_meta,26907,Right hand Bat,Right arm Medium fast,Allrounder,Allrounder,false,cricsheet_id
R Bishnoi,4d5a1617,cricketdata::player_meta,236766,Right hand Bat,Right arm Medium fast,Middle order Batter,Middle order Batter,false,cricsheet_id
R Dhawan,26a85969,cricketdata::player_meta,290727,Right hand Bat,Right arm Medium fast,Allrounder,Allrounder,false,cricsheet_id
R Dravid,0184dc35,cricketdata::player_meta,28114,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,false,cricsheet_id
R Goyal,266849c1,cricketdata::player_meta,1350770,Left hand Bat,Left arm Wrist spin,Bowler,Bowler,false,cricsheet_id
R McLaren,c654af19,cricketdata::player_meta,46393,Left hand Bat,Right arm Medium fast,Allrounder,Allrounder,false,cricsheet_id
R Minz,bafd0398,ipl.com,,Left Handed Bat,Slow left-arm orthodox,WK-Batsman,WK-Batsman,false,https://www.ipl.com/cricket/series/robin-minz/
R Ninan,ce4cc4d5,cricketdata::player_meta,353669,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,false,cricsheet_id
R Pandit,8a604384,cricketdata::player_meta,537232,,,,,false,cricsheet_id
R Parag,04a418e8,cricketdata::player_meta,1079434,Right hand Bat,Legbreak,Top order Batter,Top order Batter,false,cricsheet_id
R Powell,650d5e49,cricketdata::player_meta,820351,Right hand Bat,Right arm Medium fast,Middle order Batter,Middle order Batter,false,cricsheet_id
R Rajesh Kannan,c9062c3e,cricketdata::player_meta,33208,Right-hand bat,Right-arm offbreak,,,false,cricsheet_id
R Rampaul,d68e7f48,cricketdata::player_meta,52912,Left hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
R Ravindra,ba5e1069,cricketdata::player_meta,959767,Left hand Bat,Slow Left arm Orthodox,Batting Allrounder,Batting Allrounder,false,cricsheet_id
R Risodkar,3de870ce,cricketdata::player_meta,33176,,,,,false,cricsheet_id
R Sai Kishore,c7a995d3,cricketdata::player_meta,1048739,Left hand Bat,Slow Left arm Orthodox,Bowler,Bowler,false,cricsheet_id
R Sanjay Yadav,33ffc3dd,cricketdata::player_meta,1048841,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,false,cricsheet_id
R Sathish,626c5379,cricketdata::player_meta,33870,Right hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
R Seth,540a44ba,cricketdata::player_meta,34621,Right hand Bat,Right arm Fast medium,,,false,cricsheet_id
R Shankar,82f0b62e,cricketdata::player_meta,277744,,,,,false,cricsheet_id
R Sharma,5d9a1a73,cricketdata::player_meta,272994,Right hand Bat,Legbreak Googly,Bowler,Bowler,false,cricsheet_id
R Shepherd,c5aef772,cricketdata::player_meta,677077,Right hand Bat,Right arm Fast medium,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
R Shukla,de4b0555,cricketdata::player_meta,390547,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
R Subramanian,7c32b886,cricketdata::player_meta,34132,,,,,false,cricsheet_id
R Tewatia,39a2dfa8,cricketdata::player_meta,423838,Left hand Bat,Legbreak,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
R Vinay Kumar,41eb4a4f,cricketdata::player_meta,35731,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
RA Bawa,ba6b2f91,cricketdata::player_meta,1292502,Left hand Bat,Right arm Medium fast,Allrounder,Allrounder,false,cricsheet_id
RA Jadeja,fe93fd9d,cricketdata::player_meta,234675,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,false,cricsheet_id
RA Shaikh,7c390b03,cricketdata::player_meta,279460,Left hand Bat,Left arm Medium,,,false,cricsheet_id
RA Tripathi,77255a9e,cricketdata::player_meta,446763,Right hand Bat,Right arm Medium,Top order Batter,Top order Batter,false,cricsheet_id
Rahmanullah Gurbaz,0bacade8,cricketdata::player_meta,974087,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
Raju Mukherjee,7a3244b5,cricketdata::player_meta,31727,Right hand Bat,,,,false,cricsheet_id
Ramandeep Singh,be24ead0,cricketdata::player_meta,1079470,Right hand Bat,Right arm Medium,Middle order Batter,Middle order Batter,false,cricsheet_id
Rashid Khan,5f547c8b,cricketdata::player_meta,793463,Right hand Bat,Legbreak Googly,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
Rasikh Salam,b8527c3d,cricketdata::player_meta,1161489,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
Ravi Bishnoi,df064e1a,cricketdata::player_meta,1175441,Right hand Bat,Legbreak Googly,Bowler,Bowler,false,cricsheet_id
RB Richardson,410e2f12,cricketdata::player_meta,52810,Right hand Bat,Right arm Medium,Batter,Batter,false,cricsheet_id
RB Tiffin,89087a0d,cricketdata::player_meta,55795,Right hand Bat,,,,false,cricsheet_id
RD Chahar,2ed569a0,cricketdata::player_meta,1064812,Right hand Bat,Legbreak Googly,Bowler,Bowler,false,cricsheet_id
RD Gaikwad,45a43fe2,cricketdata::player_meta,1060380,Right hand Bat,Right arm Offbreak,Batter,Batter,false,cricsheet_id
RD Rickelton,e66732f8,cricketdata::player_meta,605661,Left hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
RE Koertzen,0265fab2,cricketdata::player_meta,45830,,,,,false,cricsheet_id
RE Levi,18c78b11,cricketdata::player_meta,46148,Right hand Bat,Right arm Medium,Opening Batter,Opening Batter,false,cricsheet_id
RE van der Merwe,05c2ca46,cricketdata::player_meta,47850,Right hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,false,cricsheet_id
RG More,b2b23612,cricketdata::player_meta,424219,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
RG Sharma,740742ef,cricketdata::player_meta,34102,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,false,cricsheet_id
RJ Gleeson,402f8494,cricketdata::player_meta,473191,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
RJ Harris,12eddf28,cricketdata::player_meta,5779,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
RJ Peterson,26ff4c29,cricketdata::player_meta,46750,Left hand Bat,Slow Left arm Orthodox,Bowler,Bowler,false,cricsheet_id
RJ Quiney,23ac69e6,cricketdata::player_meta,211854,Left hand Bat,Right arm Medium,Batter,Batter,false,cricsheet_id
RJ Tucker,38810cfc,cricketdata::player_meta,7986,Left hand Bat,Right arm Medium,,,false,cricsheet_id
RJW Topley,8db7f47f,cricketdata::player_meta,461632,Right hand Bat,Left arm Fast medium,Bowler,Bowler,false,cricsheet_id
RK Bhui,b63e358a,cricketdata::player_meta,642531,Right hand Bat,Legbreak Googly,Top order Batter,Top order Batter,false,cricsheet_id
RK Illingworth,20672246,cricketdata::player_meta,15383,Right hand Bat,Slow Left arm Orthodox,Bowler,Bowler,false,cricsheet_id
RK Singh,0a509d6b,cricketdata::player_meta,723105,Left hand Bat,Right arm Offbreak,Middle order Batter,Middle order Batter,false,cricsheet_id
RM Deshpande,7d2a4250,cricketdata::player_meta,262599,,,,,false,cricsheet_id
RM Patidar,c740ea83,cricketdata::player_meta,823703,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,false,cricsheet_id
RN ten Doeschate,4ec07775,cricketdata::player_meta,47660,Right hand Bat,Right arm Medium fast,Allrounder,Allrounder,false,cricsheet_id
RP Meredith,64775749,cricketdata::player_meta,961713,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
RP Singh,c3d1402f,cricketdata::player_meta,35280,Right hand Bat,Left arm Fast medium,Bowler,Bowler,false,cricsheet_id
RR Bhatkal,7d3720ba,cricketdata::player_meta,27150,Right hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
RR Bose,21ac077a,cricketdata::player_meta,27572,Right hand Bat,Right arm Fast medium,,,false,cricsheet_id
RR Jadeja,053de19b,cricketdata::player_meta,29831,Right hand Bat,Right arm Fast medium,,,false,cricsheet_id
RR Pant,919a3be2,cricketdata::player_meta,931581,Left hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
RR Powar,5d096f3d,cricketdata::player_meta,32391,Right hand Bat,Right arm Offbreak,Bowler,Bowler,false,cricsheet_id
RR Raje,5f4e9e8f,cricketdata::player_meta,290713,Right hand Bat,Right arm Fast medium,,,false,cricsheet_id
RR Rossouw,cad00a4d,cricketdata::player_meta,318845,Left hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,false,cricsheet_id
RR Sarwan,36d33dd0,cricketdata::player_meta,52969,Right hand Bat,Legbreak,Batter,Batter,false,cricsheet_id
RS Bopara,7ca5e05d,cricketdata::player_meta,10582,Right hand Bat,Right arm Medium,Batting Allrounder,Batting Allrounder,false,cricsheet_id
RS Gavaskar,9ff100a6,cricketdata::player_meta,28792,Left hand Bat,Slow Left arm Orthodox,,,false,cricsheet_id
RS Hangargekar,c3c92b42,cricketdata::player_meta,1175429,Right hand Bat,Right arm Medium,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
RS Madugalle,766b5798,cricketdata::player_meta,49623,Right hand Bat,Right arm Offbreak,Middle order Batter,Middle order Batter,false,cricsheet_id
RS Mahanama,57910393,cricketdata::player_meta,49626,Right hand Bat,,Batter,Batter,false,cricsheet_id
RS Sodhi,a3ecf01f,cricketdata::player_meta,34078,Right hand Bat,Right arm Medium,,,false,cricsheet_id
RT Ponting,7d415ea5,cricketdata::player_meta,7133,Right hand Bat,Right arm Medium,Top order Batter,Top order Batter,false,cricsheet_id
RV Gomez,b2570b38,cricketdata::player_meta,28846,Right hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
RV Patel,60500956,cricketdata::player_meta,1201520,Right hand Bat,Right arm Medium fast,Middle order Batter,Middle order Batter,false,cricsheet_id
RV Pawar,c9d33ef5,cricketdata::player_meta,32305,Left hand Bat,Slow Left arm Orthodox,Bowler,Bowler,false,cricsheet_id
RV Uthappa,1c17e270,cricketdata::player_meta,35582,Right hand Bat,Right arm Medium,Batter,Batter,false,cricsheet_id
RW Price,67af6f81,cricketdata::player_meta,55698,Right hand Bat,Slow Left arm Orthodox,Bowler,Bowler,false,cricsheet_id
S Anirudha,95a2ea61,cricketdata::player_meta,26798,Right hand Bat,,Top order Batter,Top order Batter,false,cricsheet_id
S Aravind,957532de,cricketdata::player_meta,290632,Left hand Bat,Left arm Medium fast,Bowler,Bowler,false,cricsheet_id
S Arora,d7423da1,ipl.com,,Right Handed Bat,Right Arm Medium Seam,WK-Batsman,WK-Batsman,true,https://www.ipl.com/cricket/series/salil-arora/ ; other free sources left bowling blank
S Asnani,b04524bc,cricketdata::player_meta,26314,,,,,false,cricsheet_id
S Badree,76388dc8,cricketdata::player_meta,51433,Right hand Bat,Legbreak,Bowler,Bowler,false,cricsheet_id
S Badrinath,3576e47e,cricketdata::player_meta,26806,Right hand Bat,Right arm Offbreak,Middle order Batter,Middle order Batter,false,cricsheet_id
S Banerjee,abde8fb9,cricketdata::player_meta,26854,,,,,false,cricsheet_id
S Chanderpaul,881a9bdd,cricketdata::player_meta,51469,Left hand Bat,Legbreak,Batter,Batter,false,cricsheet_id
S Chaturvedi,c8ec02e1,cricketdata::player_meta,27791,Right hand Bat,,,,false,cricsheet_id
S Das,475e38b6,cricketdata::player_meta,515928,,,,,false,cricsheet_id
S Dhawan,0a476045,cricketdata::player_meta,28235,Left hand Bat,Right arm Offbreak,Opening Batter,Opening Batter,false,cricsheet_id
S Dua,f1375866,cricketdata::player_meta,28115,,,,,false,cricsheet_id
S Dube,a4e37e47,cricketdata::player_meta,714451,Left hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
S George,6d9e5a54,cricketdata::player_meta,45389,,,,,false,cricsheet_id
S Gopal,7a8bd078,cricketdata::player_meta,344580,Right hand Bat,Legbreak,Allrounder,Allrounder,false,cricsheet_id
S Joseph,97290faf,cricketdata::player_meta,1356971,Left-hand bat,Right-arm fast,,,false,cricsheet_id
S Kaul,dcf81436,cricketdata::player_meta,326017,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
S Kaushik,1da489ff,cricketdata::player_meta,917213,Right hand Bat,Left arm Wrist spin,Bowler,Bowler,false,cricsheet_id
S Ladda,fb693839,cricketdata::player_meta,317292,Right hand Bat,Legbreak,Bowler,Bowler,false,cricsheet_id
S Lamichhane,b410bd3d,cricketdata::player_meta,960361,Right hand Bat,Legbreak Googly,Bowler,Bowler,false,cricsheet_id
S Midhun,ade90de7,cricketdata::player_meta,1131619,Right hand Bat,Legbreak Googly,Bowler,Bowler,false,cricsheet_id
S Nadeem,9d80c5e1,cricketdata::player_meta,31872,Right hand Bat,Slow Left arm Orthodox,Bowler,Bowler,false,cricsheet_id
S Narwal,287686fd,cricketdata::player_meta,32084,Left hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
S Rana,90edaaa9,cricketdata::player_meta,33757,Right hand Bat,Right arm Medium fast,Bowler,Bowler,false,cricsheet_id
S Randiv,f5f18a18,cricketdata::player_meta,50438,Right hand Bat,Right arm Offbreak,Bowler,Bowler,false,cricsheet_id
S Ravi,9b9ee0df,cricketdata::player_meta,33135,,,,,false,cricsheet_id
S Sandeep Warrier,cdc6bdba,cricketdata::player_meta,592735,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
S Sohal,3fca55af,cricketdata::player_meta,228943,Right hand Bat,Legbreak,Batter,Batter,false,cricsheet_id
S Sreesanth,6b8eb6e5,cricketdata::player_meta,34274,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
S Sriram,64a4c383,cricketdata::player_meta,34118,Left hand Bat,Slow Left arm Orthodox,Middle order Batter,Middle order Batter,false,cricsheet_id
S Tyagi,c24a2c5d,cricketdata::player_meta,317784,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
S Venkataraghavan,12453319,cricketdata::player_meta,35656,Right hand Bat,Right arm Offbreak,Bowler,Bowler,false,cricsheet_id
S Vidyut,756389bd,cricketdata::player_meta,35619,Left hand Bat,Slow Left arm Orthodox,Batting Allrounder,Batting Allrounder,false,cricsheet_id
SA Abbott,1a2676c5,cricketdata::player_meta,398666,Right hand Bat,Right arm Fast medium,Allrounder,Allrounder,false,cricsheet_id
SA Asnodkar,ae091d39,cricketdata::player_meta,26782,Right hand Bat,Right arm Offbreak,Batter,Batter,false,cricsheet_id
SA Satbhai,1b80ebeb,cricketdata::player_meta,35294,Right hand Bat,,,,false,cricsheet_id
SA Yadav,271f83cd,cricketdata::player_meta,446507,Right hand Bat,"Right arm Medium, Right arm Offbreak",Batter,Batter,false,cricsheet_id
Sachin Baby,dc9dd038,cricketdata::player_meta,432783,Left hand Bat,Right arm Offbreak,Batter,Batter,false,cricsheet_id
Sakib Hussain,280fff14,cricketdata::player_meta,1340422,Right hand Bat,Right arm Medium,,,false,cricsheet_id
Salman Butt,4d6d6280,cricketdata::player_meta,42683,Left hand Bat,Right arm Offbreak,Batter,Batter,false,cricsheet_id
Sameer Rizvi,f89d3b11,cricketdata::player_meta,1175489,Right hand Bat,Right arm Offbreak,,,false,cricsheet_id
Sandeep Sharma,ce820073,cricketdata::player_meta,438362,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
Sanjay Verma,bc19a37f,cricketdata::player_meta,35807,Right hand Bat,Right arm Offbreak,,,false,cricsheet_id
Sanvir Singh,b0f2baf4,cricketdata::player_meta,1132219,Right hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
Saurav Chauhan,9e7225b0,cricketdata::player_meta,1287369,Left hand Bat,Right arm Offbreak,,,false,cricsheet_id
SB Bangar,0604ef16,cricketdata::player_meta,27225,Right hand Bat,Right arm Medium fast,,,false,cricsheet_id
SB Dubey,6b2ff18f,cricketdata::player_meta,1252585,Left hand Bat,Right arm Offbreak,Middle order Batter,Middle order Batter,false,cricsheet_id
SB Jakati,c8179c68,cricketdata::player_meta,29655,Left hand Bat,Slow Left arm Orthodox,Bowler,Bowler,false,cricsheet_id
SB Joshi,670709ec,cricketdata::player_meta,29725,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,false,cricsheet_id
SB Styris,57efa3be,cricketdata::player_meta,38407,Right hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
SB Wagh,dddca1d6,cricketdata::player_meta,279552,Left hand Bat,Left arm Medium fast,Allrounder,Allrounder,false,cricsheet_id
SC Ganguly,725529bc,cricketdata::player_meta,28779,Left hand Bat,Right arm Medium,Batter,Batter,false,cricsheet_id
SC Kuggeleijn,fef92afc,cricketdata::player_meta,539548,Right hand Bat,Right arm Fast medium,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
SD Chitnis,facb9086,cricketdata::player_meta,337916,Right hand Bat,Right arm Offbreak,Batter,Batter,false,cricsheet_id
SD Fry,6b725ed1,cricketdata::player_meta,5341,,,,,false,cricsheet_id
SD Hope,1fc6ef83,cricketdata::player_meta,581379,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
SD Lad,9601c534,cricketdata::player_meta,422342,Right hand Bat,Right arm Offbreak,Middle order Batter,Middle order Batter,false,cricsheet_id
SD Ranade,369c85c1,cricketdata::player_meta,33079,,,,,false,cricsheet_id
SE Bond,4f629497,cricketdata::player_meta,36326,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
SE Marsh,508a1ea7,cricketdata::player_meta,6683,Left hand Bat,Slow Left arm Orthodox,Top order Batter,Top order Batter,false,cricsheet_id
SE Rutherford,d014d5ac,cricketdata::player_meta,914541,Left hand Bat,Right arm Fast medium,Middle order Batter,Middle order Batter,false,cricsheet_id
Sediqullah Atal,3c28853f,cricketdata::player_meta,1161050,Left hand Bat,,Opening Batter,Opening Batter,false,cricsheet_id
SH Johnson,83c3e8e3,cricketdata::player_meta,1123718,Left hand Bat,Left arm Fast medium,Bowler,Bowler,false,cricsheet_id
Shahbaz Ahmed,f9e6e7ef,cricketdata::player_meta,1159711,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,false,cricsheet_id
Shahid Afridi,0dc00542,cricketdata::player_meta,42639,Right hand Bat,Legbreak Googly,Allrounder,Allrounder,false,cricsheet_id
Shakib Al Hasan,7dc35884,cricketdata::player_meta,56143,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,false,cricsheet_id
Shakti Singh,eb90d319,cricketdata::player_meta,33922,Right hand Bat,Right arm Medium,,,false,cricsheet_id
Shashank Singh,26989d80,cricketdata::player_meta,377534,Right hand Bat,"Right arm Medium, Right arm Offbreak",Batting Allrounder,Batting Allrounder,false,cricsheet_id
Shivam Mavi,c38d3503,cricketdata::player_meta,1079848,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
Shivam Sharma,6f49cc6e,cricketdata::player_meta,717201,Right hand Bat,Right arm Offbreak,,,false,cricsheet_id
Shivam Singh,e1d9ae9c,cricketdata::player_meta,1380113,Right-hand bat,Right-arm offbreak,,,false,cricsheet_id
Shivang Kumar,7b44eb3e,ipl.com,,Right Handed Bat,Slow Left-arm Orthodox,All-Rounder,All-Rounder,true,https://www.ipl.com/cricket/series/shivang-kumar/ ; public sources conflict on primary role
Shoaib Ahmed,8a668774,cricketdata::player_meta,317709,Right hand Bat,Right arm Fast medium,,,false,cricsheet_id
Shoaib Akhtar,10a91f35,cricketdata::player_meta,42655,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
Shoaib Malik,64c34cd0,cricketdata::player_meta,42657,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,false,cricsheet_id
Shubman Gill,b4b99816,cricketdata::player_meta,1070173,Right hand Bat,Right arm Offbreak,Opening Batter,Opening Batter,false,cricsheet_id
Sikandar Raza,26d041c4,cricketdata::player_meta,299572,Right hand Bat,Right arm Offbreak,Batting Allrounder,Batting Allrounder,false,cricsheet_id
Simarjeet Singh,30df8c66,cricketdata::player_meta,1159722,Right hand Bat,Right arm Medium fast,Bowler,Bowler,false,cricsheet_id
SJ Davis,bc71b0b2,cricketdata::player_meta,4922,,,,,false,cricsheet_id
SJ Srivastava,2049f3a0,cricketdata::player_meta,34245,Right hand Bat,Left arm Fast medium,Bowler,Bowler,false,cricsheet_id
SJA Taufel,4b43d5ac,cricketdata::player_meta,7918,,,,,false,cricsheet_id
SK Porel,350a07a7,cricketdata::player_meta,32897,Right hand Bat,Right arm Fast medium,,,false,cricsheet_id
SK Raina,1dc12ab9,cricketdata::player_meta,33335,Left hand Bat,Right arm Offbreak,Middle order Batter,Middle order Batter,false,cricsheet_id
SK Rasheed,cbf58a86,cricketdata::player_meta,1292497,Right hand Bat,Legbreak,,,false,cricsheet_id
SK Tarapore,62a824b4,cricketdata::player_meta,35314,Right hand Bat,Legbreak,,,false,cricsheet_id
SK Trivedi,3d7e087f,cricketdata::player_meta,35353,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
SK Warne,bb18be76,cricketdata::player_meta,8166,Right hand Bat,Legbreak Googly,Bowler,Bowler,false,cricsheet_id
SL Malinga,a12e1d51,cricketdata::player_meta,49758,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
SL Shastri,53ef012d,cricketdata::player_meta,33977,Right hand Bat,Slow Left arm Orthodox,,,false,cricsheet_id
SM Boland,d167edd3,cricketdata::player_meta,446548,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
SM Curran,e94915e6,cricketdata::player_meta,662973,Left hand Bat,Left arm Medium fast,Allrounder,Allrounder,false,cricsheet_id
SM Harwood,63bff7f9,cricketdata::player_meta,5605,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
SM Katich,fdedb37c,cricketdata::player_meta,6128,Left hand Bat,Left arm Wrist spin,Batter,Batter,false,cricsheet_id
SM Pollock,88fccd6c,cricketdata::player_meta,46774,Right hand Bat,Right arm Fast medium,Allrounder,Allrounder,false,cricsheet_id
SMSM Senanayake,4c4fa80b,cricketdata::player_meta,273439,Right hand Bat,Right arm Offbreak,Bowler,Bowler,false,cricsheet_id
SN Bandekar,350528bb,cricketdata::player_meta,26846,,,,,false,cricsheet_id
SN Khan,f088b960,cricketdata::player_meta,642525,Right hand Bat,Legbreak,Middle order Batter,Middle order Batter,false,cricsheet_id
SN Thakur,1abb78f8,cricketdata::player_meta,475281,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
SO Hetmyer,48a1d7b7,cricketdata::player_meta,670025,Left hand Bat,,Top order Batter,Top order Batter,false,cricsheet_id
Sohail Tanvir,64d43928,cricketdata::player_meta,43265,Left hand Bat,Left arm Medium fast,Bowler,Bowler,false,cricsheet_id
Sonu Yadav,6ab96cc2,cricketdata::player_meta,1048867,Right hand Bat,Right arm Medium fast,Allrounder,Allrounder,false,cricsheet_id
SP Fleming,eea6b7f1,cricketdata::player_meta,37000,Left hand Bat,,Top order Batter,Top order Batter,false,cricsheet_id
SP Goswami,541f85c9,cricketdata::player_meta,302579,Left hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
SP Jackson,acc1aeda,cricketdata::player_meta,237696,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
SP Narine,9d430b40,cricketdata::player_meta,230558,Left hand Bat,Right arm Offbreak,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
SPD Smith,30a45b23,cricketdata::player_meta,267192,Right hand Bat,Legbreak Googly,Middle order Batter,Middle order Batter,false,cricsheet_id
SR Tendulkar,d2c2b2d5,cricketdata::player_meta,35320,Right hand Bat,"Right arm Offbreak, Legbreak Googly",Top order Batter,Top order Batter,false,cricsheet_id
SR Watson,4329fbb5,cricketdata::player_meta,8180,Right hand Bat,Right arm Fast medium,Allrounder,Allrounder,false,cricsheet_id
SS Agarwal,b51f72a5,cricketdata::player_meta,1079668,Right hand Bat,Legbreak Googly,,,false,cricsheet_id
SS Cottrell,a1d053dd,cricketdata::player_meta,495551,Right hand Bat,Left arm Fast medium,Bowler,Bowler,false,cricsheet_id
SS Hazare,166e5081,cricketdata::player_meta,29400,Right hand Bat,Legbreak Googly,,,false,cricsheet_id
SS Iyer,85ec8e33,cricketdata::player_meta,642519,Right hand Bat,"Right arm Offbreak, Legbreak Googly",Top order Batter,Top order Batter,false,cricsheet_id
SS Mundhe,0af3426f,cricketdata::player_meta,279862,Right hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
SS Prabhudessai,9385de2e,cricketdata::player_meta,1083851,Right hand Bat,Right arm Medium,Batting Allrounder,Batting Allrounder,false,cricsheet_id
SS Raul,4cfdf1d0,cricketdata::player_meta,33129,Right hand Bat,Right arm Offbreak,,,false,cricsheet_id
SS Sarkar,caa89a48,cricketdata::player_meta,34402,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
SS Shaikh,5f5d3ad4,cricketdata::player_meta,377437,Right hand Bat,Right arm Medium,,,false,cricsheet_id
SS Tiwary,709b0bac,cricketdata::player_meta,35390,Left hand Bat,,Top order Batter,Top order Batter,false,cricsheet_id
SSB Magala,8361e524,cricketdata::player_meta,379776,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
ST Jayasuriya,f233bbb4,cricketdata::player_meta,49209,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,false,cricsheet_id
STR Binny,bd17b45f,cricketdata::player_meta,27223,Right hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
Subhransu Senapati,0edcb652,cricketdata::player_meta,1059577,Right hand Bat,Right arm Medium,Top order Batter,Top order Batter,false,cricsheet_id
Subroto Das,e66066be,cricketdata::player_meta,28318,Right hand Bat,,,,false,cricsheet_id
Sumit Kumar,8998a68f,cricketdata::player_meta,1159734,Right hand Bat,Right arm Medium fast,Allrounder,Allrounder,false,cricsheet_id
Sunny Gupta,ee3dfa89,cricketdata::player_meta,271315,Right hand Bat,Right arm Offbreak,,,false,cricsheet_id
Sunny Singh,30e37810,cricketdata::player_meta,35282,Right hand Bat,Right arm Medium fast,Batter,Batter,false,cricsheet_id
Suryansh Shedge,970ddd24,cricketdata::player_meta,1339698,Right hand Bat,,,,false,cricsheet_id
Suyash Sharma,9440ef41,cricketdata::player_meta,1350792,Right hand Bat,Legbreak Googly,Bowler,Bowler,false,cricsheet_id
SV Samson,a4cc73aa,cricketdata::player_meta,425943,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
SW Billings,c16d4035,cricketdata::player_meta,297628,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
SW Tait,addfb70e,cricketdata::player_meta,8076,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
Swapnil Singh,983f2f61,cricketdata::player_meta,232292,Right hand Bat,Slow Left arm Orthodox,Bowler,Bowler,false,cricsheet_id
SZ Mulani,9d704f6f,cricketdata::player_meta,1131607,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,false,cricsheet_id
T Banton,25f7b7d6,cricketdata::player_meta,877051,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
