player_name,cricsheet_person_id,source_name,source_player_id,batting_style_raw,bowling_style_raw,identified_roles_raw,playing_role_raw,needs_manual_review,notes
DA Miller,d67d5f00,cricketdata::player_meta,321777,Left hand Bat,Right arm Offbreak,Middle order Batter,Middle order Batter,false,cricsheet_id
DA Payne,6c79c098,cricketdata::player_meta,362710,Right hand Bat,Left arm Fast medium,Bowler,Bowler,false,cricsheet_id
DA Warner,dcce6f09,cricketdata::player_meta,219889,Left hand Bat,Legbreak,Opening Batter,Opening Batter,false,cricsheet_id
DAJ Bracewell,2e9fdf9b,cricketdata::player_meta,362541,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
DB Das,7050a1e7,cricketdata::player_meta,328163,Right hand Bat,Legbreak Googly,Top order Batter,Top order Batter,false,cricsheet_id
DB Ravi Teja,b720a5d6,cricketdata::player_meta,237701,Right hand Bat,Legbreak Googly,Batter,Batter,false,cricsheet_id
DC Boon,e79a1fe3,cricketdata::player_meta,4169,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,false,cricsheet_id
DE Bollinger,45c2196c,cricketdata::player_meta,4508,Left hand Bat,Left arm Fast medium,Bowler,Bowler,false,cricsheet_id
DG Nalkande,cd8d2859,cricketdata::player_meta,1111917,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
DH Yagnik,063b3673,cricketdata::player_meta,36071,Left hand Bat,,Wicketkeeper,Wicketkeeper,false,cricsheet_id
Dhruv Jurel,bcf325d2,cricketdata::player_meta,1175488,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
DJ Bravo,87e562a9,cricketdata::player_meta,51439,Right hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
DJ Harper,0ec08b27,cricketdata::player_meta,5578,Right hand Bat,,,,false,cricsheet_id
DJ Harris,39f82db3,cricketdata::player_meta,5583,Right hand Bat,Right arm Medium,,,false,cricsheet_id
DJ Hooda,73ad96ed,cricketdata::player_meta,497121,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,false,cricsheet_id
DJ Hussey,fd835ab3,cricketdata::player_meta,5766,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,false,cricsheet_id
DJ Jacobs,a84468fe,cricketdata::player_meta,45782,Right hand Bat,Right arm Medium,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
DJ Malan,ad9c32a2,cricketdata::player_meta,236489,Left hand Bat,Legbreak,Top order Batter,Top order Batter,false,cricsheet_id
DJ Mitchell,eade4650,cricketdata::player_meta,381743,Right hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
DJ Muthuswami,2c76b512,cricketdata::player_meta,528985,Right hand Bat,Right arm Medium,,,false,cricsheet_id
DJ Thornely,7d3937ed,cricketdata::player_meta,8002,Right hand Bat,"Right arm Medium, Right arm Offbreak",Top order Batter,Top order Batter,false,cricsheet_id
DJ Willey,7f048519,cricketdata::player_meta,308251,Left hand Bat,Left arm Fast medium,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
DJG Sammy,c03c6200,cricketdata::player_meta,53115,Right hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
DJM Short,1a156c88,cricketdata::player_meta,308798,Left hand Bat,Left arm Wrist spin,Opening Batter,Opening Batter,false,cricsheet_id
DL Chahar,23eeb873,cricketdata::player_meta,447261,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
DL Vettori,d7c6af50,cricketdata::player_meta,38710,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,false,cricsheet_id
DM Bravo,14b14cd8,cricketdata::player_meta,277472,Left hand Bat,Right arm Medium,Top order Batter,Top order Batter,false,cricsheet_id
DNT Zoysa,e0351c86,cricketdata::player_meta,51050,Left hand Bat,Left arm Fast medium,Bowler,Bowler,false,cricsheet_id
DP Conway,df5a6881,cricketdata::player_meta,379140,Left hand Bat,Right arm Medium,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
DP Nannes,c404f58a,cricketdata::player_meta,6981,Right hand Bat,Left arm Fast,Bowler,Bowler,false,cricsheet_id
DP Vijaykumar,acd4f5dc,cricketdata::player_meta,272949,Right hand Bat,Right arm Medium,,,false,cricsheet_id
DPMD Jayawardene,d18f9182,cricketdata::player_meta,49289,Right hand Bat,Right arm Medium,Batter,Batter,false,cricsheet_id
DR Martyn,69762509,cricketdata::player_meta,6513,Right hand Bat,Right arm Medium,Top order Batter,Top order Batter,false,cricsheet_id
DR Sams,caf69bf7,cricketdata::player_meta,826901,Right hand Bat,Left arm Fast medium,Allrounder,Allrounder,false,cricsheet_id
DR Shorey,faa7365d,cricketdata::player_meta,590327,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,false,cricsheet_id
DR Smith,35205dfc,cricketdata::player_meta,53118,Right hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
DS Kulkarni,d2a989fc,cricketdata::player_meta,277955,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
DS Lehmann,53fe6ee4,cricketdata::player_meta,6285,Left hand Bat,Slow Left arm Orthodox,Top order Batter,Top order Batter,false,cricsheet_id
DS Manohar,b35f3ac8,cricketdata::player_meta,30900,Left hand Bat,Right arm Medium,,,false,cricsheet_id
DS Rathi,13fc5c6d,ipl.com,,Right Handed Bat,Right-arm Legbreak,Bowler,Bowler,false,https://www.ipl.com/cricket/series/digvesh-rathi/
DT Christian,2a2e6343,cricketdata::player_meta,4864,Right hand Bat,Right arm Fast medium,Allrounder,Allrounder,false,cricsheet_id
DT Patil,f48cf4da,cricketdata::player_meta,32389,Right hand Bat,,,,false,cricsheet_id
DW Steyn,8fd1a8f5,cricketdata::player_meta,47492,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
E Lewis,0ebfb1ad,cricketdata::player_meta,431901,Left hand Bat,,Opening Batter,Opening Batter,false,cricsheet_id
E Malinga,5750bcb4,cricketdata::player_meta,1306214,Left-hand bat,Right-arm fast-medium,,,false,cricsheet_id
EC Hendrikse,3f2996c9,cricketdata::player_meta,45688,,,,,false,cricsheet_id
EJG Morgan,d2a6c0e6,cricketdata::player_meta,24598,Left hand Bat,Right arm Medium,Middle order Batter,Middle order Batter,false,cricsheet_id
ER Dwivedi,b274dbbd,cricketdata::player_meta,340841,Right hand Bat,,Wicketkeeper,Wicketkeeper,false,cricsheet_id
F Behardien,dce2019b,cricketdata::player_meta,44410,Right hand Bat,Right arm Fast medium,Batting Allrounder,Batting Allrounder,false,cricsheet_id
F du Plessis,3355b542,cricketdata::player_meta,44828,Right hand Bat,Legbreak,Middle order Batter,Middle order Batter,false,cricsheet_id
F Gomes,3134d083,cricketdata::player_meta,28845,,,,,false,cricsheet_id
FA Allen,b52ffbbd,cricketdata::player_meta,670013,Right hand Bat,Slow Left arm Orthodox,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
Fazalhaq Farooqi,e9c7f0d0,cricketdata::player_meta,974175,Right hand Bat,Left arm Fast medium,Bowler,Bowler,false,cricsheet_id
FH Allen,bf74b130,cricketdata::player_meta,959759,Right hand Bat,,Top order Batter,Top order Batter,false,cricsheet_id
FH Edwards,a7c226e1,cricketdata::player_meta,51782,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
FM Engineer,6529ee42,cricketdata::player_meta,28624,Right hand Bat,Legbreak,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
FY Fazal,c15e2193,cricketdata::player_meta,28671,Left hand Bat,Right arm Medium,Opening Batter,Opening Batter,false,cricsheet_id
G Coetzee,3204c99f,cricketdata::player_meta,596010,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
G Gambhir,bb345e0b,cricketdata::player_meta,28763,Left hand Bat,Legbreak,Top order Batter,Top order Batter,false,cricsheet_id
GA Pratapkumar,cf7c5778,cricketdata::player_meta,32299,Right hand Bat,Right arm Offbreak,,,false,cricsheet_id
Gagandeep Singh,890de8cb,cricketdata::player_meta,28758,Right hand Bat,Right arm Medium fast,,,false,cricsheet_id
GAV Baxter,cb4b3ab0,cricketdata::player_meta,36337,,,,,false,cricsheet_id
GB Hogg,f708a0bc,cricketdata::player_meta,5681,Left hand Bat,Left arm Wrist spin,Allrounder,Allrounder,false,cricsheet_id
GC Smith,72861603,cricketdata::player_meta,47270,Left hand Bat,Right arm Offbreak,Opening Batter,Opening Batter,false,cricsheet_id
GC Viljoen,a316d663,cricketdata::player_meta,375126,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
GD McGrath,ee7d0c82,cricketdata::player_meta,6565,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
GD Phillips,9a46c4e5,cricketdata::player_meta,823509,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
GF Labrooy,8e088dbc,cricketdata::player_meta,49552,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
GF Linde,e5437608,cricketdata::player_meta,481875,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,false,cricsheet_id
GH Vihari,94253925,cricketdata::player_meta,452044,Right hand Bat,Right arm Offbreak,Batting Allrounder,Batting Allrounder,false,cricsheet_id
GHS Garton,be869ccf,cricketdata::player_meta,643433,Left hand Bat,Left arm Fast,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
GJ Bailey,5056011d,cricketdata::player_meta,4451,Right hand Bat,Right arm Medium,Top order Batter,Top order Batter,false,cricsheet_id
GJ Maxwell,b681e71e,cricketdata::player_meta,325026,Right hand Bat,Right arm Offbreak,Batting Allrounder,Batting Allrounder,false,cricsheet_id
GR Napier,611926bc,cricketdata::player_meta,17991,Right hand Bat,Right arm Medium,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
GR Sadashiv Iyer,0be62e31,cricketdata::player_meta,29549,Right hand Bat,,,,false,cricsheet_id
GR Viswanath,9333bc07,cricketdata::player_meta,35712,Right hand Bat,Legbreak,Top order Batter,Top order Batter,false,cricsheet_id
GS Sandhu,1558d83b,cricketdata::player_meta,499660,Left hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
Gulbadin Naib,9f77963a,cricketdata::player_meta,352048,Right hand Bat,Right arm Medium fast,Batting Allrounder,Batting Allrounder,false,cricsheet_id
Gurjapneet Singh,cc61ee8f,ipl.com,,Right Handed Bat,Left-arm medium-fast,Bowler,Bowler,false,https://www.ipl.com/cricket/series/gurjapneet-singh/
Gurkeerat Singh,6eb146d2,cricketdata::player_meta,537124,Right hand Bat,Right arm Offbreak,Middle order Batter,Middle order Batter,false,cricsheet_id
Gurnoor Brar,99258814,cricketdata::player_meta,1287033,Left hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
H Das,0ed0cdbf,cricketdata::player_meta,236810,Right hand Bat,,,,false,cricsheet_id
H Klaasen,235c2bb6,cricketdata::player_meta,436757,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
H Sharma,52294a79,cricketdata::player_meta,1350761,Right hand Bat,Legbreak,Bowler,Bowler,false,cricsheet_id
Harbhajan Singh,8b5b6769,cricketdata::player_meta,29264,Right hand Bat,Right arm Offbreak,Bowler,Bowler,false,cricsheet_id
Harmeet Singh,2a72fd4f,cricketdata::player_meta,391128,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
Harmeet Singh (2),0bf15e52,cricketdata::player_meta,422847,Left hand Bat,Slow Left arm Orthodox,,,false,cricsheet_id
Harpreet Brar,c05edf8e,cricketdata::player_meta,1168641,Left hand Bat,Slow Left arm Orthodox,Bowler,Bowler,false,cricsheet_id
Harpreet Singh,28c78fb3,cricketdata::player_meta,340854,Left hand Bat,Right arm Medium,Batter,Batter,false,cricsheet_id
Harsh Dubey,25228673,cricketdata::player_meta,1216159,Left hand Bat,Slow Left arm Orthodox,,,false,cricsheet_id
Harshit Rana,77b1aa15,cricketdata::player_meta,1312645,Right hand Bat,Right arm Medium fast,Bowler,Bowler,false,cricsheet_id
HAS Khalid,291ded7c,cricketdata::player_meta,30196,Right hand Bat,Slow Left arm Orthodox,,,false,cricsheet_id
HC Brook,4ae1755b,cricketdata::player_meta,911707,Right hand Bat,Right arm Medium,Batter,Batter,false,cricsheet_id
HDPK Dharmasena,323e4c16,cricketdata::player_meta,48469,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,false,cricsheet_id
HE van der Dussen,9948e262,cricketdata::player_meta,337790,Right hand Bat,Legbreak,Top order Batter,Top order Batter,false,cricsheet_id
HF Gurney,e412cb64,cricketdata::player_meta,244639,Right hand Bat,Left arm Fast medium,Bowler,Bowler,false,cricsheet_id
HH Gibbs,e1d1b294,cricketdata::player_meta,45224,Right hand Bat,Right arm Bowler,Opening Batter,Opening Batter,false,cricsheet_id
HH Pandya,dbe50b21,cricketdata::player_meta,625371,Right hand Bat,Right arm Medium fast,Allrounder,Allrounder,false,cricsheet_id
Himmat Singh,ebcfef83,cricketdata::player_meta,805235,Right hand Bat,Right arm Offbreak,Batter,Batter,false,cricsheet_id
HM Amla,e798611a,cricketdata::player_meta,43906,Right hand Bat,"Right arm Medium, Right arm Offbreak",Top order Batter,Top order Batter,false,cricsheet_id
HR Shokeen,0c9652b0,cricketdata::player_meta,1175423,Right hand Bat,Right arm Offbreak,Bowler,Bowler,false,cricsheet_id
HS Sekhon,58b66172,cricketdata::player_meta,33893,Right hand Bat,Right arm Offbreak,,,false,cricsheet_id
HV Patel,f986ca1a,cricketdata::player_meta,390481,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
I Malhotra,943fd425,cricketdata::player_meta,31088,Right hand Bat,Right arm Medium fast,Bowler,Bowler,false,cricsheet_id
I Sharma,5bb1a1c4,cricketdata::player_meta,236779,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
I Shivram,85143097,cricketdata::player_meta,35290,,,,,false,cricsheet_id
I Udana,ac5ae4af,cricketdata::player_meta,328026,Right hand Bat,Left arm Medium fast,Allrounder,Allrounder,false,cricsheet_id
IC Pandey,e0407c01,cricketdata::player_meta,447439,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
IC Porel,fdf7491e,cricketdata::player_meta,967603,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
IJ Gould,a9dfdf6c,cricketdata::player_meta,13414,Left hand Bat,,Wicketkeeper,Wicketkeeper,false,cricsheet_id
IK Pathan,5fa06777,cricketdata::player_meta,32685,Left hand Bat,Left arm Medium fast,Allrounder,Allrounder,false,cricsheet_id
IL Howell,c1cd91c3,cricketdata::player_meta,45454,Left hand Bat,Left arm Medium,,,false,cricsheet_id
Imran Tahir,acee4cc4,cricketdata::player_meta,40618,Right hand Bat,Legbreak Googly,Bowler,Bowler,false,cricsheet_id
Iqbal Abdulla,85aae393,cricketdata::player_meta,277237,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,false,cricsheet_id
IR Jaggi,dded65e7,cricketdata::player_meta,279554,Right hand Bat,Legbreak Googly,Batter,Batter,false,cricsheet_id
IR Siddiqui,6436f803,cricketdata::player_meta,34026,Right hand Bat,Right arm Medium fast,,,false,cricsheet_id
IS Sodhi,641ac5ff,cricketdata::player_meta,559066,Right hand Bat,Legbreak,Bowler,Bowler,false,cricsheet_id
Ishan Kishan,752f7486,cricketdata::player_meta,720471,Left hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
J Arunkumar,f663ef00,cricketdata::player_meta,26291,Right hand Bat,Right arm Offbreak,,,false,cricsheet_id
J Botha,7c503806,cricketdata::player_meta,44149,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,false,cricsheet_id
J Fraser-McGurk,9b6e1b3f,cricketdata::player_meta,1168049,Right hand Bat,Legbreak Googly,Batter,Batter,false,cricsheet_id
J Little,9061a703,cricketdata::player_meta,928067,Right hand Bat,Left arm Fast medium,Bowler,Bowler,false,cricsheet_id
J Madanagopal,8275b04a,cricketdata::player_meta,31282,Right hand Bat,Right arm Offbreak,,,false,cricsheet_id
J Overton,59559bc2,cricketdata::player_meta,510530,Right hand Bat,Right arm Fast,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
J Srinath,bad31fac,cricketdata::player_meta,34105,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
J Suchith,4125d931,cricketdata::player_meta,527663,Left hand Bat,Slow Left arm Orthodox,Bowler,Bowler,false,cricsheet_id
J Syed Mohammad,c64c2443,cricketdata::player_meta,35261,Left hand Bat,Slow Left arm Orthodox,Bowler,Bowler,false,cricsheet_id
J Theron,dec8e038,cricketdata::player_meta,223642,Right hand Bat,Right arm Medium fast,Bowler,Bowler,false,cricsheet_id
J Yadav,81049310,cricketdata::player_meta,447587,Right hand Bat,Right arm Offbreak,Bowler,Bowler,false,cricsheet_id
JA Duffy,dadbdb68,cricketdata::player_meta,547766,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
JA Morkel,c3d35165,cricketdata::player_meta,46248,Left hand Bat,Right arm Medium fast,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
JA Richardson,1ee08e9a,cricketdata::player_meta,774223,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
Jalaj S Saxena,249abedf,cricketdata::player_meta,237199,Right hand Bat,"Right arm Offbreak, Legbreak Googly",Allrounder,Allrounder,false,cricsheet_id
Jasbir Singh,6043dfe7,cricketdata::player_meta,29681,Right hand Bat,Slow Left arm Orthodox,,,false,cricsheet_id
Jaskaran Singh,d7b3a420,cricketdata::player_meta,376102,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
JC Archer,5574750c,cricketdata::player_meta,669855,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
JC Buttler,99b75528,cricketdata::player_meta,308967,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
JD Cloete,b0419f8c,cricketdata::player_meta,44449,,,,,false,cricsheet_id
JD Ryder,91ffa6c6,cricketdata::player_meta,38373,Left hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
JD Unadkat,1e66c162,cricketdata::player_meta,390484,Right hand Bat,Left arm Medium,Bowler,Bowler,false,cricsheet_id
JDP Oram,3eac9d95,cricketdata::player_meta,38062,Left hand Bat,Right arm Fast medium,Allrounder,Allrounder,false,cricsheet_id
JDS Neesham,9219eff0,cricketdata::player_meta,355269,Left hand Bat,Right arm Medium fast,Batting Allrounder,Batting Allrounder,false,cricsheet_id
JE Root,a343262c,cricketdata::player_meta,303669,Right hand Bat,"Right arm Offbreak, Legbreak",Top order Batter,Top order Batter,false,cricsheet_id
JE Taylor,4180d897,cricketdata::player_meta,53191,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
JEC Franklin,cf73ad76,cricketdata::player_meta,37004,Left hand Bat,Left arm Medium,Allrounder,Allrounder,false,cricsheet_id
JG Bethell,3c55c703,cricketdata::player_meta,1194959,Left hand Bat,Slow Left arm Orthodox,Batting Allrounder,Batting Allrounder,false,cricsheet_id
JH Kallis,86dc8f2e,cricketdata::player_meta,45789,Right hand Bat,Right arm Fast medium,Allrounder,Allrounder,false,cricsheet_id
JJ Bumrah,462411b3,cricketdata::player_meta,625383,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
JJ Roy,d1c36f5c,cricketdata::player_meta,298438,Right hand Bat,,Opening Batter,Opening Batter,false,cricsheet_id
JJ van der Wath,6821ac10,cricketdata::player_meta,47693,Right hand Bat,Right arm Medium fast,Allrounder,Allrounder,false,cricsheet_id
JL Denly,bdadf7da,cricketdata::player_meta,12454,Right hand Bat,Legbreak,Top order Batter,Top order Batter,false,cricsheet_id
JL Pattinson,f752db61,cricketdata::player_meta,272465,Left hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
JM Bairstow,abb83e27,cricketdata::player_meta,297433,Right hand Bat,Right arm Medium,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
JM Kemp,6581d753,cricketdata::player_meta,45797,Right hand Bat,Right arm Fast medium,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
JM Sharma,800d2d97,cricketdata::player_meta,721867,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
JO Holder,0f721006,cricketdata::player_meta,391485,Right hand Bat,Right arm Medium fast,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
Joginder Sharma,9f961c14,cricketdata::player_meta,29976,Right hand Bat,Right arm Fast medium,Allrounder,Allrounder,false,cricsheet_id
JP Behrendorff,4933f499,cricketdata::player_meta,272477,Right hand Bat,Left arm Fast medium,Bowler,Bowler,false,cricsheet_id
JP Duminy,2e8994e7,cricketdata::player_meta,44932,Left hand Bat,Right arm Offbreak,Batting Allrounder,Batting Allrounder,false,cricsheet_id
JP Faulkner,808f425a,cricketdata::player_meta,270484,Right hand Bat,Left arm Fast medium,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
JP Inglis,989889ff,cricketdata::player_meta,662235,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
JPR Scantlebury-Searles,99ed60f8,cricketdata::player_meta,230554,Right hand Bat,Right arm Fast medium,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
JR Hazlewood,03806cf8,cricketdata::player_meta,288284,Left hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
JR Hopes,2498e163,cricketdata::player_meta,5702,Right hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
JR Philippe,39086549,cricketdata::player_meta,1124282,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
JW Hastings,012829ff,cricketdata::player_meta,228622,Right hand Bat,Right arm Fast medium,Allrounder,Allrounder,false,cricsheet_id
K Bharatan,7e47c743,cricketdata::player_meta,27190,Right hand Bat,Right arm Offbreak,,,false,cricsheet_id
K Goel,a1f1829d,cricketdata::player_meta,28997,Left hand Bat,Right arm Offbreak,Opening Batter,Opening Batter,false,cricsheet_id
K Gowtham,90de905a,cricketdata::player_meta,424377,Right hand Bat,Right arm Offbreak,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
K Hariharan,2386ccff,cricketdata::player_meta,29271,,,,,false,cricsheet_id
K Kartikeya,f6d8a7ab,cricketdata::player_meta,1159843,Right hand Bat,"Slow Left arm Orthodox, Left arm Wrist spin",Bowler,Bowler,false,cricsheet_id
K Kelkar,1d88908d,cricketdata::player_meta,1351779,,,,,false,cricsheet_id
K Khejroliya,fa2f1dde,cricketdata::player_meta,1083033,Left hand Bat,Left arm Medium fast,Bowler,Bowler,false,cricsheet_id
K Rabada,e62dd25d,cricketdata::player_meta,550215,Left hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
K Santokie,531f0278,cricketdata::player_meta,314622,Left hand Bat,Left arm Medium,Bowler,Bowler,false,cricsheet_id
K Sharma,661b0266,cricketdata::player_meta,30012,Right hand Bat,Slow Left arm Orthodox,,,false,cricsheet_id
K Srinath,8ab5da97,cricketdata::player_meta,34243,Right hand Bat,Right arm Offbreak,,,false,cricsheet_id
K Srinivasan,042a8b69,cricketdata::player_meta,34685,Right hand Bat,Right arm Offbreak,,,false,cricsheet_id
K Swaroopanand,aa2a4962,cricketdata::player_meta,961269,,,,,false,cricsheet_id
K Upadhyay,27e71d47,cricketdata::player_meta,431876,Right hand Bat,Right arm Medium,,,false,cricsheet_id
K Yadav,030f3089,cricketdata::player_meta,1206495,Left hand Bat,Left arm Fast medium,Bowler,Bowler,false,cricsheet_id
KA Jamieson,68c56d09,cricketdata::player_meta,625960,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
KA Maharaj,0b60eb09,cricketdata::player_meta,267724,Right hand Bat,Slow Left arm Orthodox,Bowler,Bowler,false,cricsheet_id
KA Pollard,a757b0d8,cricketdata::player_meta,230559,Right hand Bat,Right arm Medium,Batting Allrounder,Batting Allrounder,false,cricsheet_id
KAJ Roach,78eb4223,cricketdata::player_meta,230553,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
Kamran Akmal,ff077124,cricketdata::player_meta,41028,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
Kamran Khan,6ef60d3a,cricketdata::player_meta,391121,Left hand Bat,Left arm Medium fast,Bowler,Bowler,false,cricsheet_id
Karanveer Singh,1647bd37,cricketdata::player_meta,322535,Right hand Bat,Legbreak Googly,,,false,cricsheet_id
Karim Janat,62175638,cricketdata::player_meta,793467,Right hand Bat,Right arm Medium,Bowling Allrounder,Bowling Allrounder,false,cricsheet_id
Kartik Sharma,7b679de5,ipl.com,,Right Handed Bat,,WK-Batsman,WK-Batsman,true,https://www.ipl.com/cricket/series/kartik-sharma/ ; bowling style missing on checked public sources
Kartik Tyagi,5d2eea49,cricketdata::player_meta,1122918,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
KB Arun Karthik,7daedf2f,cricketdata::player_meta,319745,Right hand Bat,Legbreak Googly,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
KC Cariappa,edb3d4f8,cricketdata::player_meta,777537,Right hand Bat,Legbreak,Bowler,Bowler,false,cricsheet_id
KC Sangakkara,6b71e6cf,cricketdata::player_meta,50710,Left hand Bat,Right arm Offbreak,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
KD Karthik,c03f1114,cricketdata::player_meta,30045,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,Wicketkeeper Batter,false,cricsheet_id
KH Devdhar,62e07f92,cricketdata::player_meta,340063,Right hand Bat,,Wicketkeeper,Wicketkeeper,false,cricsheet_id
KH Hurter,bda8cca8,cricketdata::player_meta,45462,,,,,false,cricsheet_id
KH Pandya,5b8c830e,cricketdata::player_meta,471342,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,false,cricsheet_id
KJ Abbott,a9da7784,cricketdata::player_meta,297583,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
KK Ahmed,a2f46292,cricketdata::player_meta,942645,Right hand Bat,Left arm Medium,Bowler,Bowler,false,cricsheet_id
KK Cooper,557153ca,cricketdata::player_meta,371814,Right hand Bat,Right arm Medium,Allrounder,Allrounder,false,cricsheet_id
KK Nair,944533a5,cricketdata::player_meta,398439,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,false,cricsheet_id
KL Nagarkoti,b4f5c2d9,cricketdata::player_meta,1070188,Right hand Bat,Right arm Fast,Bowler,Bowler,false,cricsheet_id
KL Rahul,b17e2f24,cricketdata::player_meta,422108,Right hand Bat,,Opening Batter,Opening Batter,false,cricsheet_id
KM Asif,798cc28e,cricketdata::player_meta,1083030,Right hand Bat,Right arm Medium,Bowler,Bowler,false,cricsheet_id
KM Gandhi,a9421c64,cricketdata::player_meta,419670,Right-hand bat,Right-arm offbreak,,,false,cricsheet_id
KM Jadhav,99d63244,cricketdata::player_meta,290716,Right hand Bat,Right arm Offbreak,Batting Allrounder,Batting Allrounder,false,cricsheet_id
KMA Paul,75224f22,cricketdata::player_meta,677081,Right hand Bat,Right arm Fast medium,Allrounder,Allrounder,false,cricsheet_id
KMDN Kulasekara,469ea22b,cricketdata::player_meta,49535,Right hand Bat,Right arm Fast medium,Bowler,Bowler,false,cricsheet_id
KN Ananthapadmanabhan,3144063a,cricketdata::player_meta,26241,Right hand Bat,Legbreak Googly,,,false,cricsheet_id
