player_name,player_name_key,cricsheet_person_id,source_name,source_player_id,batting_style_raw,bowling_style_raw,identified_roles_raw,playing_role_raw,batting_hand,bowling_style_canonical,bowling_style_family,role_canonical,is_keeper,is_bowling_option,is_spin_option,is_pace_option,needs_manual_review,notes
JE Root,je root,a343262c,cricketdata::player_meta,303669,Right hand Bat,"Right arm Offbreak, Legbreak",Top order Batter,Top order Batter,right,"Right arm Offbreak, Legbreak",spin,batter,false,true,true,false,false,cricsheet_id
JE Taylor,je taylor,4180d897,cricketdata::player_meta,53191,Right hand Bat,Right arm Fast,Bowler,Bowler,right,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
JEC Franklin,jec franklin,cf73ad76,cricketdata::player_meta,37004,Left hand Bat,Left arm Medium,Allrounder,Allrounder,left,Left arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
JG Bethell,jg bethell,3c55c703,cricketdata::player_meta,1194959,Left hand Bat,Slow Left arm Orthodox,Batting Allrounder,Batting Allrounder,left,Slow Left arm Orthodox,spin,batting_all_rounder,false,true,true,false,false,cricsheet_id
JH Kallis,jh kallis,86dc8f2e,cricketdata::player_meta,45789,Right hand Bat,Right arm Fast medium,Allrounder,Allrounder,right,Right arm Fast medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
JJ Bumrah,jj bumrah,462411b3,cricketdata::player_meta,625383,Right hand Bat,Right arm Fast,Bowler,Bowler,right,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
JJ Roy,jj roy,d1c36f5c,cricketdata::player_meta,298438,Right hand Bat,,Opening Batter,Opening Batter,right,unknown,unknown,batter,false,false,false,false,false,cricsheet_id
JJ van der Wath,jj van der wath,6821ac10,cricketdata::player_meta,47693,Right hand Bat,Right arm Medium fast,Allrounder,Allrounder,right,Right arm Medium fast,pace,all_rounder,false,true,false,true,false,cricsheet_id
JL Denly,jl denly,bdadf7da,cricketdata::player_meta,12454,Right hand Bat,Legbreak,Top order Batter,Top order Batter,right,Legbreak,spin,batter,false,true,true,false,false,cricsheet_id
JL Pattinson,jl pattinson,f752db61,cricketdata::player_meta,272465,Left hand Bat,Right arm Fast medium,Bowler,Bowler,left,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
JM Bairstow,jm bairstow,abb83e27,cricketdata::player_meta,297433,Right hand Bat,Right arm Medium,Wicketkeeper Batter,Wicketkeeper Batter,right,Right arm Medium,pace,keeper_batter,true,true,false,true,false,cricsheet_id
JM Kemp,jm kemp,6581d753,cricketdata::player_meta,45797,Right hand Bat,Right arm Fast medium,Bowling Allrounder,Bowling Allrounder,right,Right arm Fast medium,pace,bowling_all_rounder,false,true,false,true,false,cricsheet_id
JM Sharma,jm sharma,800d2d97,cricketdata::player_meta,721867,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
JO Holder,jo holder,0f721006,cricketdata::player_meta,391485,Right hand Bat,Right arm Medium fast,Bowling Allrounder,Bowling Allrounder,right,Right arm Medium fast,pace,bowling_all_rounder,false,true,false,true,false,cricsheet_id
Joginder Sharma,joginder sharma,9f961c14,cricketdata::player_meta,29976,Right hand Bat,Right arm Fast medium,Allrounder,Allrounder,right,Right arm Fast medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
JP Behrendorff,jp behrendorff,4933f499,cricketdata::player_meta,272477,Right hand Bat,Left arm Fast medium,Bowler,Bowler,right,Left arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
JP Duminy,jp duminy,2e8994e7,cricketdata::player_meta,44932,Left hand Bat,Right arm Offbreak,Batting Allrounder,Batting Allrounder,left,Right arm Offbreak,spin,batting_all_rounder,false,true,true,false,false,cricsheet_id
JP Faulkner,jp faulkner,808f425a,cricketdata::player_meta,270484,Right hand Bat,Left arm Fast medium,Bowling Allrounder,Bowling Allrounder,right,Left arm Fast medium,pace,bowling_all_rounder,false,true,false,true,false,cricsheet_id
JP Inglis,jp inglis,989889ff,cricketdata::player_meta,662235,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
JPR Scantlebury-Searles,jpr scantleburysearles,99ed60f8,cricketdata::player_meta,230554,Right hand Bat,Right arm Fast medium,Bowling Allrounder,Bowling Allrounder,right,Right arm Fast medium,pace,bowling_all_rounder,false,true,false,true,false,cricsheet_id
JR Hazlewood,jr hazlewood,03806cf8,cricketdata::player_meta,288284,Left hand Bat,Right arm Fast medium,Bowler,Bowler,left,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
JR Hopes,jr hopes,2498e163,cricketdata::player_meta,5702,Right hand Bat,Right arm Medium,Allrounder,Allrounder,right,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
JR Philippe,jr philippe,39086549,cricketdata::player_meta,1124282,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
JW Hastings,jw hastings,012829ff,cricketdata::player_meta,228622,Right hand Bat,Right arm Fast medium,Allrounder,Allrounder,right,Right arm Fast medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
K Bharatan,k bharatan,7e47c743,cricketdata::player_meta,27190,Right hand Bat,Right arm Offbreak,,,right,Right arm Offbreak,spin,unknown,false,true,true,false,false,cricsheet_id
K Goel,k goel,a1f1829d,cricketdata::player_meta,28997,Left hand Bat,Right arm Offbreak,Opening Batter,Opening Batter,left,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
K Gowtham,k gowtham,90de905a,cricketdata::player_meta,424377,Right hand Bat,Right arm Offbreak,Bowling Allrounder,Bowling Allrounder,right,Right arm Offbreak,spin,bowling_all_rounder,false,true,true,false,false,cricsheet_id
K Hariharan,k hariharan,2386ccff,cricketdata::player_meta,29271,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
K Kartikeya,k kartikeya,f6d8a7ab,cricketdata::player_meta,1159843,Right hand Bat,"Slow Left arm Orthodox, Left arm Wrist spin",Bowler,Bowler,right,"Slow Left arm Orthodox, Left arm Wrist spin",spin,bowler,false,true,true,false,false,cricsheet_id
K Kelkar,k kelkar,1d88908d,cricketdata::player_meta,1351779,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
K Khejroliya,k khejroliya,fa2f1dde,cricketdata::player_meta,1083033,Left hand Bat,Left arm Medium fast,Bowler,Bowler,left,Left arm Medium fast,pace,bowler,false,true,false,true,false,cricsheet_id
K Rabada,k rabada,e62dd25d,cricketdata::player_meta,550215,Left hand Bat,Right arm Fast,Bowler,Bowler,left,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
K Santokie,k santokie,531f0278,cricketdata::player_meta,314622,Left hand Bat,Left arm Medium,Bowler,Bowler,left,Left arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
K Sharma,k sharma,661b0266,cricketdata::player_meta,30012,Right hand Bat,Slow Left arm Orthodox,,,right,Slow Left arm Orthodox,spin,unknown,false,true,true,false,false,cricsheet_id
K Srinath,k srinath,8ab5da97,cricketdata::player_meta,34243,Right hand Bat,Right arm Offbreak,,,right,Right arm Offbreak,spin,unknown,false,true,true,false,false,cricsheet_id
K Srinivasan,k srinivasan,042a8b69,cricketdata::player_meta,34685,Right hand Bat,Right arm Offbreak,,,right,Right arm Offbreak,spin,unknown,false,true,true,false,false,cricsheet_id
K Swaroopanand,k swaroopanand,aa2a4962,cricketdata::player_meta,961269,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
K Upadhyay,k upadhyay,27e71d47,cricketdata::player_meta,431876,Right hand Bat,Right arm Medium,,,right,Right arm Medium,pace,unknown,false,true,false,true,false,cricsheet_id
K Yadav,k yadav,030f3089,cricketdata::player_meta,1206495,Left hand Bat,Left arm Fast medium,Bowler,Bowler,left,Left arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
KA Jamieson,ka jamieson,68c56d09,cricketdata::player_meta,625960,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
KA Maharaj,ka maharaj,0b60eb09,cricketdata::player_meta,267724,Right hand Bat,Slow Left arm Orthodox,Bowler,Bowler,right,Slow Left arm Orthodox,spin,bowler,false,true,true,false,false,cricsheet_id
KA Pollard,ka pollard,a757b0d8,cricketdata::player_meta,230559,Right hand Bat,Right arm Medium,Batting Allrounder,Batting Allrounder,right,Right arm Medium,pace,batting_all_rounder,false,true,false,true,false,cricsheet_id
KAJ Roach,kaj roach,78eb4223,cricketdata::player_meta,230553,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
Kamran Akmal,kamran akmal,ff077124,cricketdata::player_meta,41028,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
Kamran Khan,kamran khan,6ef60d3a,cricketdata::player_meta,391121,Left hand Bat,Left arm Medium fast,Bowler,Bowler,left,Left arm Medium fast,pace,bowler,false,true,false,true,false,cricsheet_id
Karanveer Singh,karanveer singh,1647bd37,cricketdata::player_meta,322535,Right hand Bat,Legbreak Googly,,,right,Legbreak Googly,spin,unknown,false,true,true,false,false,cricsheet_id
Karim Janat,karim janat,62175638,cricketdata::player_meta,793467,Right hand Bat,Right arm Medium,Bowling Allrounder,Bowling Allrounder,right,Right arm Medium,pace,bowling_all_rounder,false,true,false,true,false,cricsheet_id
Kartik Tyagi,kartik tyagi,5d2eea49,cricketdata::player_meta,1122918,Right hand Bat,Right arm Fast,Bowler,Bowler,right,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
KB Arun Karthik,kb arun karthik,7daedf2f,cricketdata::player_meta,319745,Right hand Bat,Legbreak Googly,Wicketkeeper Batter,Wicketkeeper Batter,right,Legbreak Googly,spin,keeper_batter,true,true,true,false,false,cricsheet_id
KC Cariappa,kc cariappa,edb3d4f8,cricketdata::player_meta,777537,Right hand Bat,Legbreak,Bowler,Bowler,right,Legbreak,spin,bowler,false,true,true,false,false,cricsheet_id
KC Sangakkara,kc sangakkara,6b71e6cf,cricketdata::player_meta,50710,Left hand Bat,Right arm Offbreak,Wicketkeeper Batter,Wicketkeeper Batter,left,Right arm Offbreak,spin,keeper_batter,true,true,true,false,false,cricsheet_id
KD Karthik,kd karthik,c03f1114,cricketdata::player_meta,30045,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,Wicketkeeper Batter,right,Right arm Offbreak,spin,keeper_batter,true,true,true,false,false,cricsheet_id
KH Devdhar,kh devdhar,62e07f92,cricketdata::player_meta,340063,Right hand Bat,,Wicketkeeper,Wicketkeeper,right,unknown,unknown,keeper,true,false,false,false,false,cricsheet_id
KH Hurter,kh hurter,bda8cca8,cricketdata::player_meta,45462,,,,,unknown,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
KH Pandya,kh pandya,5b8c830e,cricketdata::player_meta,471342,Left hand Bat,Slow Left arm Orthodox,Allrounder,Allrounder,left,Slow Left arm Orthodox,spin,all_rounder,false,true,true,false,false,cricsheet_id
KJ Abbott,kj abbott,a9da7784,cricketdata::player_meta,297583,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
KK Ahmed,kk ahmed,a2f46292,cricketdata::player_meta,942645,Right hand Bat,Left arm Medium,Bowler,Bowler,right,Left arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
KK Cooper,kk cooper,557153ca,cricketdata::player_meta,371814,Right hand Bat,Right arm Medium,Allrounder,Allrounder,right,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
KK Nair,kk nair,944533a5,cricketdata::player_meta,398439,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
KL Nagarkoti,kl nagarkoti,b4f5c2d9,cricketdata::player_meta,1070188,Right hand Bat,Right arm Fast,Bowler,Bowler,right,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
KL Rahul,kl rahul,b17e2f24,cricketdata::player_meta,422108,Right hand Bat,,Opening Batter,Opening Batter,right,unknown,unknown,batter,false,false,false,false,false,cricsheet_id
KM Asif,km asif,798cc28e,cricketdata::player_meta,1083030,Right hand Bat,Right arm Medium,Bowler,Bowler,right,Right arm Medium,pace,bowler,false,true,false,true,false,cricsheet_id
KM Gandhi,km gandhi,a9421c64,cricketdata::player_meta,419670,Right-hand bat,Right-arm offbreak,,,right,Right-arm offbreak,spin,unknown,false,true,true,false,false,cricsheet_id
KM Jadhav,km jadhav,99d63244,cricketdata::player_meta,290716,Right hand Bat,Right arm Offbreak,Batting Allrounder,Batting Allrounder,right,Right arm Offbreak,spin,batting_all_rounder,false,true,true,false,false,cricsheet_id
KMA Paul,kma paul,75224f22,cricketdata::player_meta,677081,Right hand Bat,Right arm Fast medium,Allrounder,Allrounder,right,Right arm Fast medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
KMDN Kulasekara,kmdn kulasekara,469ea22b,cricketdata::player_meta,49535,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
KN Ananthapadmanabhan,kn ananthapadmanabhan,3144063a,cricketdata::player_meta,26241,Right hand Bat,Legbreak Googly,,,right,Legbreak Googly,spin,unknown,false,true,true,false,false,cricsheet_id
KP Appanna,kp appanna,d92e42f5,cricketdata::player_meta,269170,Right hand Bat,Slow Left arm Orthodox,,,right,Slow Left arm Orthodox,spin,unknown,false,true,true,false,false,cricsheet_id
KP Pietersen,kp pietersen,39f01cdb,cricketdata::player_meta,19296,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
KR Mayers,kr mayers,73c18486,cricketdata::player_meta,348056,Left hand Bat,Right arm Medium,Batting Allrounder,Batting Allrounder,left,Right arm Medium,pace,batting_all_rounder,false,true,false,true,false,cricsheet_id
KR Sen,kr sen,2e78f685,cricketdata::player_meta,1163695,Right hand Bat,Right arm Fast,Bowler,Bowler,right,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
KS Bharat,ks bharat,44a89551,cricketdata::player_meta,529436,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
KS Rathore,ks rathore,e3851766,cricketdata::player_meta,1339031,Left hand Bat,,,,left,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
KS Sharma,ks sharma,39ed0d2f,cricketdata::player_meta,1246518,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,right,Right arm Offbreak,spin,all_rounder,false,true,true,false,false,cricsheet_id
KS Williamson,ks williamson,d027ba9f,cricketdata::player_meta,277906,Right hand Bat,Right arm Offbreak,Top order Batter,Top order Batter,right,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
KT Maphaka,kt maphaka,107c26fb,cricketdata::player_meta,1294342,Left-hand bat,Left-arm fast,,,left,Left-arm fast,pace,unknown,false,true,false,true,false,cricsheet_id
Kuldeep Yadav,kuldeep yadav,8d2c70ad,cricketdata::player_meta,559235,Left hand Bat,Left arm Wrist spin,Bowler,Bowler,left,Left arm Wrist spin,spin,bowler,false,true,true,false,false,cricsheet_id
Kumar Kushagra,kumar kushagra,57ca01b3,cricketdata::player_meta,1207295,Right hand Bat,,,,right,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
KV Sharma,kv sharma,119678fd,cricketdata::player_meta,30288,Left hand Bat,Legbreak Googly,Bowler,Bowler,left,Legbreak Googly,spin,bowler,false,true,true,false,false,cricsheet_id
KW Richardson,kw richardson,dfc4d8b5,cricketdata::player_meta,272262,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
L Ablish,l ablish,8b9704ae,cricketdata::player_meta,26236,Right hand Bat,Right arm Medium fast,Bowler,Bowler,right,Right arm Medium fast,pace,bowler,false,true,false,true,false,cricsheet_id
L Balaji,l balaji,b2b50355,cricketdata::player_meta,26829,Right hand Bat,Right arm Medium fast,Bowler,Bowler,right,Right arm Medium fast,pace,bowler,false,true,false,true,false,cricsheet_id
L Ngidi,l ngidi,f834dcfc,cricketdata::player_meta,542023,Right hand Bat,Right arm Fast medium,Bowler,Bowler,right,Right arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
L Ronchi,l ronchi,0fa5042b,cricketdata::player_meta,7502,Right hand Bat,,Wicketkeeper Batter,Wicketkeeper Batter,right,unknown,unknown,keeper_batter,true,false,false,false,false,cricsheet_id
L Wood,l wood,65b6943c,cricketdata::player_meta,573170,Left hand Bat,Left arm Fast medium,Bowling Allrounder,Bowling Allrounder,left,Left arm Fast medium,pace,bowling_all_rounder,false,true,false,true,false,cricsheet_id
LA Carseldine,la carseldine,d872f52a,cricketdata::player_meta,4541,Left hand Bat,Left arm Medium,Allrounder,Allrounder,left,Left arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
LA Pomersbach,la pomersbach,b63ab531,cricketdata::player_meta,232284,Left hand Bat,Right arm Offbreak,Batter,Batter,left,Right arm Offbreak,spin,batter,false,true,true,false,false,cricsheet_id
Lalit Yadav,lalit yadav,ad427b5c,cricketdata::player_meta,930189,Right hand Bat,Right arm Offbreak,Allrounder,Allrounder,right,Right arm Offbreak,spin,all_rounder,false,true,true,false,false,cricsheet_id
LB Williams,lb williams,a1d95bd8,cricketdata::player_meta,379887,Left hand Bat,Right arm Medium fast,Bowler,Bowler,left,Right arm Medium fast,pace,bowler,false,true,false,true,false,cricsheet_id
LE Plunkett,le plunkett,9a963804,cricketdata::player_meta,19264,Right hand Bat,Right arm Fast,Bowler,Bowler,right,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
LG Pretorius,lg pretorius,60aa2db3,cricketdata::player_meta,1385640,Left-hand bat,,,,left,unknown,unknown,unknown,false,false,false,false,false,cricsheet_id
LH Ferguson,lh ferguson,2f9d0389,cricketdata::player_meta,493773,Right hand Bat,Right arm Fast,Bowler,Bowler,right,Right arm Fast,pace,bowler,false,true,false,true,false,cricsheet_id
LI Meriwala,li meriwala,d3611425,cricketdata::player_meta,573930,Left hand Bat,Left arm Fast medium,Bowler,Bowler,left,Left arm Fast medium,pace,bowler,false,true,false,true,false,cricsheet_id
Liton Das,liton das,0404d43c,cricketdata::player_meta,536936,Right hand Bat,Right arm Offbreak,Wicketkeeper Batter,Wicketkeeper Batter,right,Right arm Offbreak,spin,keeper_batter,true,true,true,false,false,cricsheet_id
LJ Wright,lj wright,cca50cd6,cricketdata::player_meta,23460,Right hand Bat,Right arm Medium,Top order Batter,Top order Batter,right,Right arm Medium,pace,batter,false,true,false,true,false,cricsheet_id
LMP Simmons,lmp simmons,89f64c19,cricketdata::player_meta,53116,Right hand Bat,Right arm Medium fast,Top order Batter,Top order Batter,right,Right arm Medium fast,pace,batter,false,true,false,true,false,cricsheet_id
LPC Silva,lpc silva,1be70c88,cricketdata::player_meta,50431,Right hand Bat,Legbreak,Batter,Batter,right,Legbreak,spin,batter,false,true,true,false,false,cricsheet_id
LR Shukla,lr shukla,b1451597,cricketdata::player_meta,34019,Right hand Bat,Right arm Medium,Allrounder,Allrounder,right,Right arm Medium,pace,all_rounder,false,true,false,true,false,cricsheet_id
